g6,n,m,W,sum_cards_W,naive_(m-1)W,ratio
G?reno,8,14,42.0,616.0,546.0,1.128205
G?renw,8,15,41.0,640.0,574.0,1.114983
G?ren{,8,16,40.0,662.0,600.0,1.103333
G?repw,8,13,44.0,605.0,528.0,1.145833
G?rep{,8,14,42.0,620.0,546.0,1.135531
G?resw,8,13,46.0,607.0,552.0,1.099638
G?res{,8,14,45.0,638.0,585.0,1.090598
G?retW,8,13,48.0,627.0,576.0,1.088542
G?ret[,8,14,44.0,627.0,572.0,1.096154
G?retg,8,13,45.0,617.0,540.0,1.142593
G?retk,8,14,43.0,629.0,559.0,1.125224
G?reto,8,13,45.0,616.0,540.0,1.140741
G?rets,8,14,43.0,631.0,559.0,1.128801
G?retw,8,14,43.0,630.0,559.0,1.127013
G?ret{,8,15,41.0,643.0,574.0,1.120209
G?reuW,8,13,49.0,620.0,588.0,1.054422
G?reu[,8,14,47.0,644.0,611.0,1.05401
G?reuk,8,14,45.0,636.0,585.0,1.087179
G?reuo,8,13,49.0,639.0,588.0,1.086735
G?reus,8,14,48.0,673.0,624.0,1.078526
G?reuw,8,14,45.0,636.0,585.0,1.087179
G?reu{,8,15,44.0,665.0,616.0,1.079545
G?revW,8,14,47.0,659.0,611.0,1.07856
G?rev[,8,15,43.0,654.0,602.0,1.086379
G?revg,8,14,44.0,639.0,572.0,1.117133
G?revk,8,15,42.0,653.0,588.0,1.110544
G?revo,8,14,44.0,642.0,572.0,1.122378
G?revs,8,15,42.0,656.0,588.0,1.115646
G?revw,8,15,42.0,654.0,588.0,1.112245
G?rev{,8,16,40.0,664.0,600.0,1.106667
G?re|w,8,15,41.0,642.0,574.0,1.118467
G?re|{,8,16,40.0,664.0,600.0,1.106667
G?re}w,8,15,43.0,650.0,602.0,1.079734
G?re}{,8,16,42.0,676.0,630.0,1.073016
G?re~w,8,16,40.0,664.0,600.0,1.106667
G?re~{,8,17,39.0,684.0,624.0,1.096154
G?rf@o,8,11,49.0,568.0,490.0,1.159184
G?rfDW,8,12,30.0,379.0,330.0,1.148485
G?rfDg,8,12,48.0,588.0,528.0,1.113636
G?rfDo,8,12,47.0,577.0,517.0,1.116054
G?rfDw,8,13,45.0,593.0,540.0,1.098148
G?rfEk,8,13,46.0,603.0,552.0,1.092391
G?rfEw,8,13,46.0,607.0,552.0,1.099638
G?rfFK,8,13,30.0,405.0,360.0,1.125
G?rfFW,8,13,29.0,395.0,348.0,1.135057
G?rfF[,8,14,28.0,408.0,364.0,1.120879
G?rfFg,8,13,46.0,604.0,552.0,1.094203
G?rfFk,8,14,44.0,622.0,572.0,1.087413
G?rfFo,8,13,45.0,596.0,540.0,1.103704
G?rfFw,8,14,43.0,611.0,559.0,1.093023
G?rfF{,8,15,41.0,624.0,574.0,1.087108
G?rfH{,8,14,44.0,624.0,572.0,1.090909
G?rfK{,8,14,45.0,633.0,585.0,1.082051
G?rfL[,8,14,28.0,409.0,364.0,1.123626
G?rfLk,8,14,45.0,638.0,585.0,1.090598
G?rfLo,8,13,46.0,606.0,552.0,1.097826
G?rfLw,8,14,44.0,621.0,572.0,1.085664
G?rfL{,8,15,42.0,638.0,588.0,1.085034
G?rfM[,8,14,29.0,420.0,377.0,1.114058
G?rfMk,8,14,45.0,634.0,585.0,1.083761
G?rfMo,8,13,49.0,635.0,588.0,1.079932
G?rfMw,8,14,45.0,636.0,585.0,1.087179
G?rfM{,8,15,43.0,650.0,602.0,1.079734
G?rfNK,8,14,29.0,422.0,377.0,1.119363
G?rfN[,8,15,27.0,422.0,378.0,1.116402
G?rfNk,8,15,43.0,652.0,602.0,1.083056
G?rfNo,8,14,44.0,622.0,572.0,1.087413
G?rfNw,8,15,42.0,637.0,588.0,1.083333
G?rfN{,8,16,40.0,650.0,600.0,1.083333
G?rfPw,8,13,46.0,602.0,552.0,1.09058
G?rfP{,8,14,44.0,620.0,572.0,1.083916
G?rfSw,8,13,46.0,606.0,552.0,1.097826
G?rfS{,8,14,44.0,623.0,572.0,1.089161
G?rfTW,8,13,29.0,392.0,348.0,1.126437
G?rfT[,8,14,28.0,407.0,364.0,1.118132
G?rfTg,8,13,46.0,609.0,552.0,1.103261
G?rfTk,8,14,44.0,621.0,572.0,1.085664
G?rfTo,8,13,46.0,607.0,552.0,1.099638
G?rfTs,8,14,44.0,621.0,572.0,1.085664
G?rfTw,8,14,44.0,620.0,572.0,1.083916
G?rfT{,8,15,42.0,636.0,588.0,1.081633
G?rfUW,8,13,29.0,396.0,348.0,1.137931
G?rfU[,8,14,28.0,410.0,364.0,1.126374
G?rfUg,8,13,46.0,605.0,552.0,1.096014
G?rfUk,8,14,44.0,622.0,572.0,1.087413
G?rfUo,8,13,48.0,628.0,576.0,1.090278
G?rfUs,8,14,44.0,628.0,572.0,1.097902
G?rfUw,8,14,44.0,626.0,572.0,1.094406
G?rfU{,8,15,42.0,639.0,588.0,1.086735
G?rfVG,8,13,29.0,393.0,348.0,1.12931
G?rfVK,8,14,28.0,408.0,364.0,1.120879
G?rfVO,8,13,29.0,395.0,348.0,1.135057
G?rfVS,8,14,28.0,409.0,364.0,1.123626
G?rfVW,8,14,28.0,407.0,364.0,1.118132
G?rfV[,8,15,27.0,420.0,378.0,1.111111
G?rfVg,8,14,44.0,621.0,572.0,1.085664
G?rfVk,8,15,42.0,637.0,588.0,1.083333
G?rfVo,8,14,44.0,624.0,572.0,1.090909
G?rfVs,8,15,42.0,638.0,588.0,1.085034
G?rfVw,8,15,42.0,636.0,588.0,1.081633
G?rfV{,8,16,40.0,648.0,600.0,1.08
G?rf\w,8,15,43.0,648.0,602.0,1.076412
G?rf\{,8,16,41.0,662.0,615.0,1.076423
G?rf]w,8,15,43.0,654.0,602.0,1.086379
G?rf]{,8,16,41.0,664.0,615.0,1.079675
G?rf^W,8,15,27.0,420.0,378.0,1.111111
G?rf^[,8,16,26.0,432.0,390.0,1.107692
G?rf^w,8,16,41.0,662.0,615.0,1.076423
G?rf^{,8,17,39.0,672.0,624.0,1.076923
G?rf`w,8,13,43.0,592.0,516.0,1.147287
G?rf`{,8,14,42.0,619.0,546.0,1.1337
G?rfcw,8,13,44.0,603.0,528.0,1.142045
G?rfc{,8,14,43.0,629.0,559.0,1.125224
G?rfdW,8,13,46.0,607.0,552.0,1.099638
G?rfd[,8,14,44.0,624.0,572.0,1.090909
G?rfdg,8,13,45.0,614.0,540.0,1.137037
G?rfdk,8,14,44.0,640.0,572.0,1.118881
G?rfdo,8,13,44.0,603.0,528.0,1.142045
G?rfds,8,14,43.0,627.0,559.0,1.121646
G?rfdw,8,14,42.0,617.0,546.0,1.130037
G?rfd{,8,15,41.0,641.0,574.0,1.116725
G?rfeW,8,13,47.0,619.0,564.0,1.097518
G?rfe[,8,14,45.0,635.0,585.0,1.08547
G?rfeg,8,13,45.0,612.0,540.0,1.133333
G?rfek,8,14,44.0,638.0,572.0,1.115385
G?rfeo,8,13,46.0,625.0,552.0,1.132246
G?rfes,8,14,44.0,641.0,572.0,1.120629
G?rfew,8,14,43.0,630.0,559.0,1.127013
G?rfe{,8,15,42.0,653.0,588.0,1.110544
G?rffG,8,13,47.0,618.0,564.0,1.095745
G?rffK,8,14,45.0,634.0,585.0,1.083761
G?rffO,8,13,46.0,609.0,552.0,1.103261
G?rffS,8,14,44.0,623.0,572.0,1.089161
G?rffW,8,14,45.0,638.0,585.0,1.090598
G?rff[,8,15,43.0,650.0,602.0,1.079734
G?rff_,8,13,46.0,624.0,552.0,1.130435
G?rffc,8,14,45.0,649.0,585.0,1.109402
G?rffg,8,14,44.0,639.0,572.0,1.117133
G?rffk,8,15,43.0,664.0,602.0,1.10299
G?rffo,8,14,43.0,629.0,559.0,1.125224
G?rffs,8,15,42.0,652.0,588.0,1.108844
G?rffw,8,15,41.0,641.0,574.0,1.116725
G?rff{,8,16,40.0,662.0,600.0,1.103333
G?rflw,8,15,41.0,639.0,574.0,1.11324
G?rfl{,8,16,40.0,663.0,600.0,1.105
G?rfmw,8,15,42.0,653.0,588.0,1.110544
G?rfm{,8,16,41.0,676.0,615.0,1.099187
G?rfnW,8,15,43.0,650.0,602.0,1.079734
G?rfn[,8,16,41.0,664.0,615.0,1.079675
G?rfng,8,15,43.0,664.0,602.0,1.10299
G?rfnk,8,16,42.0,690.0,630.0,1.095238
G?rfnw,8,16,40.0,662.0,600.0,1.103333
G?rfn{,8,17,39.0,684.0,624.0,1.096154
G?rftw,8,15,41.0,638.0,574.0,1.111498
G?rft{,8,16,40.0,661.0,600.0,1.101667
G?rfuw,8,15,41.0,642.0,574.0,1.118467
G?rfu{,8,16,40.0,664.0,600.0,1.106667
G?rfvW,8,15,43.0,650.0,602.0,1.079734
G?rfv[,8,16,41.0,662.0,615.0,1.076423
G?rfvg,8,15,41.0,639.0,574.0,1.11324
G?rfvk,8,16,40.0,662.0,600.0,1.103333
G?rfvo,8,15,42.0,652.0,588.0,1.108844
G?rfvs,8,16,41.0,675.0,615.0,1.097561
G?rfvw,8,16,40.0,661.0,600.0,1.101667
G?rfv{,8,17,39.0,682.0,624.0,1.092949
G?rf~w,8,17,39.0,682.0,624.0,1.092949
G?rf~{,8,18,38.0,702.0,646.0,1.086687
G?rlro,8,14,43.0,629.0,559.0,1.125224
G?rlrs,8,15,42.0,650.0,588.0,1.105442
G?rlrw,8,15,41.0,641.0,574.0,1.116725
G?rlr{,8,16,40.0,662.0,600.0,1.103333
G?rlto,8,14,44.0,642.0,572.0,1.122378
G?rlts,8,15,43.0,668.0,602.0,1.109635
G?rltw,8,15,42.0,654.0,588.0,1.112245
G?rlt{,8,16,41.0,678.0,615.0,1.102439
G?rluw,8,15,41.0,646.0,574.0,1.125436
G?rlu{,8,16,40.0,666.0,600.0,1.11
G?rlvW,8,15,44.0,667.0,616.0,1.082792
G?rlv[,8,16,42.0,676.0,630.0,1.073016
G?rlvo,8,15,42.0,654.0,588.0,1.112245
G?rlvs,8,16,41.0,675.0,615.0,1.097561
G?rlvw,8,16,40.0,665.0,600.0,1.108333
G?rlv{,8,17,39.0,684.0,624.0,1.096154
G?rlzw,8,16,40.0,662.0,600.0,1.103333
G?rlz{,8,17,39.0,684.0,624.0,1.096154
G?rl|w,8,16,41.0,676.0,615.0,1.099187
G?rl|{,8,17,40.0,699.0,640.0,1.092188
G?rl~w,8,17,39.0,684.0,624.0,1.096154
G?rl~{,8,18,38.0,704.0,646.0,1.089783
G?rmto,8,14,44.0,644.0,572.0,1.125874
G?rmtw,8,15,42.0,656.0,588.0,1.115646
G?rmt{,8,16,40.0,666.0,600.0,1.11
G?rmvW,8,15,46.0,690.0,644.0,1.071429
G?rmv[,8,16,42.0,680.0,630.0,1.079365
G?rmvo,8,15,43.0,668.0,602.0,1.109635
G?rmvw,8,16,41.0,679.0,615.0,1.104065
G?rmv{,8,17,39.0,686.0,624.0,1.099359
G?rm|{,8,17,39.0,686.0,624.0,1.099359
G?rm~{,8,18,38.0,704.0,646.0,1.089783
G?rnTo,8,14,45.0,638.0,585.0,1.090598
G?rnTw,8,15,43.0,649.0,602.0,1.078073
G?rnT{,8,16,41.0,662.0,615.0,1.076423
G?rnUo,8,14,47.0,659.0,611.0,1.07856
G?rnUw,8,15,43.0,654.0,602.0,1.086379
G?rnU{,8,16,41.0,664.0,615.0,1.079675
G?rnVO,8,14,28.0,409.0,364.0,1.123626
G?rnVW,8,15,27.0,421.0,378.0,1.113757
G?rnV[,8,16,26.0,432.0,390.0,1.107692
G?rnVo,8,15,43.0,652.0,602.0,1.083056
G?rnVw,8,16,41.0,663.0,615.0,1.078049
G?rnV{,8,17,39.0,672.0,624.0,1.076923
G?rn\{,8,17,40.0,687.0,640.0,1.073438
G?rn]{,8,17,40.0,687.0,640.0,1.073438
G?rn^[,8,17,25.0,442.0,400.0,1.105
G?rn^{,8,18,38.0,694.0,646.0,1.074303
G?rntw,8,16,40.0,663.0,600.0,1.105
G?rnt{,8,17,39.0,684.0,624.0,1.096154
G?rnuw,8,16,40.0,666.0,600.0,1.11
G?rnu{,8,17,39.0,686.0,624.0,1.099359
G?rnvW,8,16,42.0,678.0,630.0,1.07619
G?rnv[,8,17,40.0,687.0,640.0,1.073438
G?rnvo,8,16,41.0,677.0,615.0,1.100813
G?rnvs,8,17,40.0,698.0,640.0,1.090625
G?rnvw,8,17,39.0,685.0,624.0,1.097756
G?rnv{,8,18,38.0,704.0,646.0,1.089783
G?rn~w,8,18,38.0,704.0,646.0,1.089783
G?rn~{,8,19,37.0,722.0,666.0,1.084084
G?rtro,8,14,42.0,614.0,546.0,1.124542
G?rtrs,8,15,41.0,634.0,574.0,1.10453
G?rtrw,8,15,41.0,635.0,574.0,1.106272
G?rtr{,8,16,40.0,657.0,600.0,1.095
G?rtto,8,14,42.0,619.0,546.0,1.1337
G?rtts,8,15,41.0,643.0,574.0,1.120209
G?rttw,8,15,41.0,640.0,574.0,1.114983
G?rtt{,8,16,40.0,664.0,600.0,1.106667
G?rtvW,8,15,41.0,641.0,574.0,1.116725
G?rtv[,8,16,40.0,662.0,600.0,1.103333
G?rtvg,8,15,41.0,639.0,574.0,1.11324
G?rtvk,8,16,40.0,661.0,600.0,1.101667
G?rtvo,8,15,41.0,640.0,574.0,1.114983
G?rtvs,8,16,40.0,660.0,600.0,1.1
G?rtvw,8,16,40.0,660.0,600.0,1.1
G?rtv{,8,17,39.0,680.0,624.0,1.089744
G?rtzw,8,16,40.0,656.0,600.0,1.093333
G?rtz{,8,17,39.0,680.0,624.0,1.089744
G?rt|w,8,16,40.0,662.0,600.0,1.103333
G?rt|{,8,17,39.0,686.0,624.0,1.099359
G?rt~w,8,17,39.0,680.0,624.0,1.089744
G?rt~{,8,18,38.0,702.0,646.0,1.086687
G?rvTo,8,14,43.0,629.0,559.0,1.125224
G?rvTs,8,15,41.0,641.0,574.0,1.116725
G?rvTw,8,15,42.0,651.0,588.0,1.107143
G?rvT{,8,16,40.0,663.0,600.0,1.105
G?rvUo,8,14,44.0,644.0,572.0,1.125874
G?rvUs,8,15,41.0,646.0,574.0,1.125436
G?rvUw,8,15,42.0,656.0,588.0,1.115646
G?rvU{,8,16,40.0,666.0,600.0,1.11
G?rvVO,8,14,45.0,638.0,585.0,1.090598
G?rvVS,8,15,44.0,667.0,616.0,1.082792
G?rvVW,8,15,43.0,649.0,602.0,1.078073
G?rvV[,8,16,42.0,676.0,630.0,1.073016
G?rvVg,8,15,43.0,663.0,602.0,1.101329
G?rvVk,8,16,41.0,676.0,615.0,1.099187
G?rvVo,8,15,42.0,654.0,588.0,1.112245
G?rvVs,8,16,40.0,665.0,600.0,1.108333
G?rvVw,8,16,41.0,675.0,615.0,1.097561
G?rvV{,8,17,39.0,684.0,624.0,1.096154
G?rv\w,8,16,40.0,662.0,600.0,1.103333
G?rv\{,8,17,39.0,684.0,624.0,1.096154
G?rv]w,8,16,40.0,666.0,600.0,1.11
G?rv]{,8,17,39.0,686.0,624.0,1.099359
G?rv^W,8,16,41.0,662.0,615.0,1.076423
G?rv^[,8,17,40.0,687.0,640.0,1.073438
G?rv^w,8,17,39.0,684.0,624.0,1.096154
G?rv^{,8,18,38.0,704.0,646.0,1.089783
G?rvdo,8,14,42.0,619.0,546.0,1.1337
G?rvdw,8,15,41.0,640.0,574.0,1.114983
G?rvd{,8,16,40.0,663.0,600.0,1.105
G?rvfO,8,14,44.0,641.0,572.0,1.120629
G?rvfW,8,15,42.0,654.0,588.0,1.112245
G?rvf[,8,16,41.0,676.0,615.0,1.099187
G?rvf_,8,14,44.0,644.0,572.0,1.125874
G?rvfg,8,15,43.0,666.0,602.0,1.106312
G?rvfk,8,16,42.0,690.0,630.0,1.095238
G?rvfo,8,15,41.0,644.0,574.0,1.121951
G?rvfw,8,16,40.0,664.0,600.0,1.106667
G?rvf{,8,17,39.0,684.0,624.0,1.096154
G?rvl{,8,17,39.0,685.0,624.0,1.097756
G?rvn[,8,17,40.0,699.0,640.0,1.092188
G?rvnk,8,17,41.0,716.0,656.0,1.091463
G?rvn{,8,18,38.0,706.0,646.0,1.092879
G?rvtw,8,16,40.0,659.0,600.0,1.098333
G?rvt{,8,17,39.0,681.0,624.0,1.091346
G?rvvW,8,16,40.0,663.0,600.0,1.105
G?rvv[,8,17,39.0,684.0,624.0,1.096154
G?rvvg,8,16,40.0,662.0,600.0,1.103333
G?rvvk,8,17,39.0,684.0,624.0,1.096154
G?rvvo,8,16,40.0,664.0,600.0,1.106667
G?rvvs,8,17,39.0,684.0,624.0,1.096154
G?rvvw,8,17,39.0,682.0,624.0,1.092949
G?rvv{,8,18,38.0,702.0,646.0,1.086687
G?rv~w,8,18,38.0,702.0,646.0,1.086687
G?rv~{,8,19,37.0,722.0,666.0,1.084084
G?r~vo,8,17,39.0,686.0,624.0,1.099359
G?r~vw,8,18,38.0,704.0,646.0,1.089783
G?r~v{,8,19,37.0,722.0,666.0,1.084084
G?r~~{,8,20,36.0,740.0,684.0,1.081871
G?zTb_,8,12,48.0,600.0,528.0,1.136364
G?zTbo,8,13,45.0,610.0,540.0,1.12963
G?zTbw,8,14,43.0,625.0,559.0,1.118068
G?zTb{,8,15,41.0,639.0,574.0,1.11324
G?zTfO,8,13,47.0,638.0,564.0,1.131206
G?zTfW,8,14,44.0,643.0,572.0,1.124126
G?zTf[,8,15,42.0,655.0,588.0,1.113946
G?zTf_,8,13,46.0,624.0,552.0,1.130435
G?zTfo,8,14,44.0,639.0,572.0,1.117133
G?zTfw,8,15,42.0,652.0,588.0,1.108844
G?zTf{,8,16,40.0,662.0,600.0,1.103333
G?zTrg,8,14,42.0,614.0,546.0,1.124542
G?zTrs,8,15,42.0,648.0,588.0,1.102041
G?zTrw,8,15,41.0,636.0,574.0,1.108014
G?zTr{,8,16,40.0,659.0,600.0,1.098333
G?zTu{,8,16,41.0,676.0,615.0,1.099187
G?zTvW,8,15,41.0,644.0,574.0,1.121951
G?zTv[,8,16,40.0,666.0,600.0,1.11
G?zTvg,8,15,41.0,639.0,574.0,1.11324
G?zTvs,8,16,41.0,675.0,615.0,1.097561
G?zTvw,8,16,40.0,661.0,600.0,1.101667
G?zTv{,8,17,39.0,682.0,624.0,1.092949
G?zTzw,8,16,40.0,656.0,600.0,1.093333
G?zTz{,8,17,39.0,680.0,624.0,1.089744
G?zT|{,8,17,39.0,686.0,624.0,1.099359
G?zT~w,8,17,39.0,680.0,624.0,1.089744
G?zT~{,8,18,38.0,702.0,646.0,1.086687
G?zVTg,8,14,44.0,642.0,572.0,1.122378
G?zVTs,8,15,42.0,658.0,588.0,1.119048
G?zVTw,8,15,42.0,654.0,588.0,1.112245
G?zVT{,8,16,40.0,667.0,600.0,1.111667
G?zVUg,8,14,48.0,686.0,624.0,1.099359
G?zVUw,8,15,44.0,682.0,616.0,1.107143
G?zVU{,8,16,42.0,693.0,630.0,1.1
G?zVVS,8,15,47.0,707.0,658.0,1.074468
G?zVV[,8,16,43.0,694.0,645.0,1.075969
G?zVVg,8,15,43.0,666.0,602.0,1.106312
G?zVVs,8,16,41.0,683.0,615.0,1.110569
G?zVVw,8,16,41.0,678.0,615.0,1.102439
G?zVV{,8,17,39.0,688.0,624.0,1.102564
G?zV\w,8,16,40.0,664.0,600.0,1.106667
G?zV\{,8,17,39.0,686.0,624.0,1.099359
G?zV]w,8,16,41.0,680.0,615.0,1.105691
G?zV]{,8,17,40.0,701.0,640.0,1.095312
G?zV^[,8,17,41.0,702.0,656.0,1.070122
G?zV^w,8,17,39.0,686.0,624.0,1.099359
G?zV^{,8,18,38.0,706.0,646.0,1.092879
G?zVdo,8,14,43.0,629.0,559.0,1.125224
G?zVds,8,15,42.0,652.0,588.0,1.108844
G?zVdw,8,15,41.0,640.0,574.0,1.114983
G?zVd{,8,16,40.0,663.0,600.0,1.105
G?zVfO,8,14,45.0,655.0,585.0,1.119658
G?zVfS,8,15,43.0,669.0,602.0,1.111296
G?zVfW,8,15,42.0,656.0,588.0,1.115646
G?zVf[,8,16,41.0,678.0,615.0,1.102439
G?zVf_,8,14,44.0,644.0,572.0,1.125874
G?zVfc,8,15,43.0,666.0,602.0,1.106312
G?zVfo,8,15,42.0,655.0,588.0,1.113946
G?zVfs,8,16,41.0,677.0,615.0,1.100813
G?zVfw,8,16,40.0,664.0,600.0,1.106667
G?zVf{,8,17,39.0,684.0,624.0,1.096154
G?zVtw,8,16,40.0,660.0,600.0,1.1
G?zVt{,8,17,39.0,683.0,624.0,1.094551
G?zVuw,8,16,41.0,677.0,615.0,1.100813
G?zVu{,8,17,40.0,699.0,640.0,1.092188
G?zVvW,8,16,40.0,666.0,600.0,1.11
G?zVv[,8,17,39.0,688.0,624.0,1.102564
G?zVvg,8,16,40.0,662.0,600.0,1.103333
G?zVvk,8,17,39.0,684.0,624.0,1.096154
G?zVvo,8,16,41.0,677.0,615.0,1.100813
G?zVvs,8,17,40.0,700.0,640.0,1.09375
G?zVvw,8,17,39.0,683.0,624.0,1.094551
G?zVv{,8,18,38.0,704.0,646.0,1.089783
G?zV~w,8,18,38.0,702.0,646.0,1.086687
G?zV~{,8,19,37.0,722.0,666.0,1.084084
G?z\z{,8,18,38.0,702.0,646.0,1.086687
G?z\~{,8,19,37.0,722.0,666.0,1.084084
G?z^~w,8,19,37.0,722.0,666.0,1.084084
G?z^~{,8,20,36.0,740.0,684.0,1.081871
G?zedc,8,13,45.0,616.0,540.0,1.140741
G?zedo,8,13,45.0,615.0,540.0,1.138889
G?zeds,8,14,43.0,629.0,559.0,1.125224
G?zedw,8,14,43.0,631.0,559.0,1.128801
G?zed{,8,15,41.0,643.0,574.0,1.120209
G?zeec,8,13,49.0,656.0,588.0,1.115646
G?zeeo,8,13,46.0,626.0,552.0,1.134058
G?zees,8,14,45.0,655.0,585.0,1.119658
G?zeew,8,14,44.0,641.0,572.0,1.120629
G?zee{,8,15,43.0,667.0,602.0,1.107973
G?zefO,8,13,49.0,640.0,588.0,1.088435
G?zefS,8,14,45.0,637.0,585.0,1.088889
G?zefW,8,14,48.0,673.0,624.0,1.078526
G?zef[,8,15,44.0,665.0,616.0,1.079545
G?zefc,8,14,44.0,642.0,572.0,1.122378
G?zefo,8,14,44.0,642.0,572.0,1.122378
G?zefs,8,15,42.0,654.0,588.0,1.112245
G?zefw,8,15,42.0,656.0,588.0,1.115646
G?zef{,8,16,40.0,664.0,600.0,1.106667
G?zetg,8,14,42.0,618.0,546.0,1.131868
G?zetk,8,15,41.0,640.0,574.0,1.114983
G?zeto,8,14,43.0,629.0,559.0,1.125224
G?zets,8,15,42.0,652.0,588.0,1.108844
G?zetw,8,15,41.0,641.0,574.0,1.116725
G?zet{,8,16,40.0,663.0,600.0,1.105
G?zeug,8,14,43.0,628.0,559.0,1.123435
G?zeuk,8,15,42.0,655.0,588.0,1.113946
G?zeus,8,15,43.0,669.0,602.0,1.111296
G?zeuw,8,15,42.0,653.0,588.0,1.110544
G?zeu{,8,16,41.0,678.0,615.0,1.102439
G?zevW,8,15,44.0,665.0,616.0,1.079545
G?zev[,8,16,42.0,676.0,630.0,1.073016
G?zevg,8,15,41.0,641.0,574.0,1.116725
G?zevk,8,16,40.0,663.0,600.0,1.105
G?zevo,8,15,42.0,654.0,588.0,1.112245
G?zevs,8,16,41.0,677.0,615.0,1.100813
G?zevw,8,16,40.0,664.0,600.0,1.106667
G?zev{,8,17,39.0,684.0,624.0,1.096154
G?ze|w,8,16,40.0,662.0,600.0,1.103333
G?ze|{,8,17,39.0,684.0,624.0,1.096154
G?ze}w,8,16,41.0,676.0,615.0,1.099187
G?ze}{,8,17,40.0,699.0,640.0,1.092188
G?ze~w,8,17,39.0,684.0,624.0,1.096154
G?ze~{,8,18,38.0,704.0,646.0,1.089783
G?zfEw,8,14,44.0,623.0,572.0,1.089161
G?zfF[,8,15,27.0,420.0,378.0,1.111111
G?zfFw,8,15,42.0,638.0,588.0,1.085034
G?zfF{,8,16,40.0,648.0,600.0,1.08
G?zfUg,8,14,45.0,635.0,585.0,1.08547
G?zfUs,8,15,43.0,651.0,602.0,1.081395
G?zfUw,8,15,43.0,649.0,602.0,1.078073
G?zfU{,8,16,41.0,663.0,615.0,1.078049
G?zfVG,8,14,28.0,406.0,364.0,1.115385
G?zfVS,8,15,27.0,423.0,378.0,1.119048
G?zfVW,8,15,27.0,420.0,378.0,1.111111
G?zfV[,8,16,26.0,432.0,390.0,1.107692
G?zfVg,8,15,43.0,648.0,602.0,1.076412
G?zfVs,8,16,41.0,665.0,615.0,1.081301
G?zfVw,8,16,41.0,662.0,615.0,1.076423
G?zfV{,8,17,39.0,672.0,624.0,1.076923
G?zf]w,8,16,42.0,676.0,630.0,1.073016
G?zf]{,8,17,40.0,687.0,640.0,1.073438
G?zf^W,8,16,26.0,432.0,390.0,1.107692
G?zf^[,8,17,25.0,442.0,400.0,1.105
G?zf^w,8,17,40.0,687.0,640.0,1.073438
G?zf^{,8,18,38.0,694.0,646.0,1.074303
G?zfeo,8,14,43.0,631.0,559.0,1.128801
G?zfes,8,15,42.0,654.0,588.0,1.112245
G?zfew,8,15,41.0,643.0,574.0,1.120209
G?zfe{,8,16,40.0,665.0,600.0,1.108333
G?zffO,8,14,45.0,639.0,585.0,1.092308
G?zffS,8,15,43.0,651.0,602.0,1.081395
G?zffW,8,15,44.0,667.0,616.0,1.082792
G?zff[,8,16,42.0,676.0,630.0,1.073016
G?zffc,8,15,43.0,666.0,602.0,1.106312
G?zffo,8,15,42.0,655.0,588.0,1.113946
G?zffs,8,16,41.0,677.0,615.0,1.100813
G?zffw,8,16,40.0,665.0,600.0,1.108333
G?zff{,8,17,39.0,684.0,624.0,1.096154
G?zfuw,8,16,40.0,663.0,600.0,1.105
G?zfu{,8,17,39.0,685.0,624.0,1.097756
G?zfvW,8,16,42.0,676.0,630.0,1.073016
G?zfv[,8,17,40.0,687.0,640.0,1.073438
G?zfvg,8,16,40.0,662.0,600.0,1.103333
G?zfvk,8,17,39.0,684.0,624.0,1.096154
G?zfvo,8,16,41.0,677.0,615.0,1.100813
G?zfvs,8,17,40.0,700.0,640.0,1.09375
G?zfvw,8,17,39.0,684.0,624.0,1.096154
G?zfv{,8,18,38.0,704.0,646.0,1.089783
G?zf~w,8,18,38.0,704.0,646.0,1.089783
G?zf~{,8,19,37.0,722.0,666.0,1.084084
G?zm|{,8,18,38.0,706.0,646.0,1.092879
G?zm}{,8,18,39.0,720.0,663.0,1.085973
G?zm~{,8,19,37.0,724.0,666.0,1.087087
G?zn]{,8,18,39.0,710.0,663.0,1.07089
G?zn^[,8,18,24.0,450.0,408.0,1.102941
G?zn^{,8,19,37.0,714.0,666.0,1.072072
G?zn~w,8,19,37.0,724.0,666.0,1.087087
G?zn~{,8,20,36.0,740.0,684.0,1.081871
G?zuts,8,16,40.0,660.0,600.0,1.1
G?zut{,8,17,39.0,681.0,624.0,1.091346
G?zuv[,8,17,39.0,686.0,624.0,1.099359
G?zuvg,8,16,40.0,662.0,600.0,1.103333
G?zuvs,8,17,39.0,684.0,624.0,1.096154
G?zuvw,8,17,39.0,683.0,624.0,1.094551
G?zuv{,8,18,38.0,702.0,646.0,1.086687
G?zu|{,8,18,38.0,702.0,646.0,1.086687
G?zu}{,8,18,38.0,706.0,646.0,1.092879
G?zu~w,8,18,38.0,702.0,646.0,1.086687
G?zu~{,8,19,37.0,722.0,666.0,1.084084
G?zvUs,8,16,40.0,667.0,600.0,1.111667
G?zvU{,8,17,39.0,687.0,624.0,1.100962
G?zvVS,8,16,43.0,696.0,645.0,1.07907
G?zvV[,8,17,41.0,702.0,656.0,1.070122
G?zvVg,8,16,42.0,688.0,630.0,1.092063
G?zvVs,8,17,39.0,689.0,624.0,1.104167
G?zvVw,8,17,40.0,699.0,640.0,1.092188
G?zvV{,8,18,38.0,706.0,646.0,1.092879
